"2024-04-10",4
"2024-04-11",7
"2024-04-12",16
"2024-04-13",0
"2024-04-14",0
"2024-04-15",0
"2024-04-16",20
"2024-04-17",25
"2024-04-18",33
"2024-04-19",14
"2024-04-20",3
"2024-04-21",0
"2024-04-22",16
"2024-04-23",26
"2024-04-24",15
"2024-04-25",33
"2024-04-26",5
"2024-04-27",0
"2024-04-28",0
"2024-04-29",0
"2024-04-30",0
"2024-05-01",24
"2024-05-02",19
"2024-05-03",33
"2024-05-04",0
"2024-05-05",2
"2024-05-06",11
"2024-05-07",15
"2024-05-08",22
"2024-05-09",18
"2024-05-10",18
"2024-05-11",0
"2024-05-12",0
"2024-05-13",16
"2024-05-14",24
"2024-05-15",4
"2024-05-16",3
"2024-05-17",17
"2024-05-18",0
"2024-05-19",0
"2024-05-20",20
"2024-05-21",2
"2024-05-22",12
"2024-05-23",34
"2024-05-24",0
"2024-05-25",0
"2024-05-26",0
"2024-05-27",0
"2024-05-28",17
"2024-05-29",14
"2024-05-30",2
"2024-05-31",0
"2024-06-01",0
"2024-06-02",0
"2024-06-03",0
"2024-06-04",0
"2024-06-05",3
"2024-06-06",0
"2024-06-07",9
"2024-06-08",0
"2024-06-09",0
"2024-06-10",3
"2024-06-11",0
"2024-06-12",0
"2024-06-13",0
"2024-06-14",16
"2024-06-15",0
"2024-06-16",0
"2024-06-17",9
"2024-06-18",0
"2024-06-19",13
"2024-06-20",0
"2024-06-21",1
"2024-06-22",0
"2024-06-23",0
"2024-06-24",0
"2024-06-25",0
"2024-06-26",0
"2024-06-27",0
"2024-06-28",0
"2024-06-29",0
"2024-06-30",0
"2024-07-01",2
"2024-07-02",0
"2024-07-03",2
"2024-07-04",0
"2024-07-05",0
"2024-07-06",0
"2024-07-07",0
"2024-07-08",12
"2024-07-09",26
"2024-07-10",2
"2024-07-11",12
"2024-07-12",11
"2024-07-13",0
"2024-07-14",0
"2024-07-15",12
"2024-07-16",1
"2024-07-17",0
"2024-07-18",2
"2024-07-19",13
"2024-07-20",0
"2024-07-21",0
"2024-07-22",11
"2024-07-23",4
"2024-07-24",14
"2024-07-25",17
"2024-07-26",3
"2024-07-27",0
"2024-07-28",0
"2024-07-29",18
"2024-07-30",4
"2024-07-31",12
"2024-08-01",15
"2024-08-02",0
"2024-08-03",0
"2024-08-04",0
"2024-08-05",5
"2024-08-06",13
"2024-08-07",11
"2024-08-08",0
"2024-08-09",19
"2024-08-10",1
"2024-08-11",0
"2024-08-12",9
"2024-08-13",8
"2024-08-14",7
"2024-08-15",13
"2024-08-16",31
"2024-08-17",0
"2024-08-18",0
"2024-08-19",6
"2024-08-20",24
"2024-08-21",0
"2024-08-22",2
"2024-08-23",0
"2024-08-24",0
"2024-08-25",6
"2024-08-26",1
"2024-08-27",2
"2024-08-28",19
"2024-08-29",11
"2024-08-30",0
"2024-08-31",0
"2024-09-01",3
"2024-09-02",0
"2024-09-03",19
"2024-09-04",4
"2024-09-05",14
"2024-09-06",0
"2024-09-07",0
"2024-09-08",0
"2024-09-09",4
"2024-09-10",21
"2024-09-11",5
"2024-09-12",4
"2024-09-13",0
"2024-09-14",0
"2024-09-15",0
"2024-09-16",0
"2024-09-17",0
"2024-09-18",1
"2024-09-19",17
"2024-09-20",0
"2024-09-21",4
"2024-09-22",2
"2024-09-23",0
"2024-09-24",0
"2024-09-25",5
"2024-09-26",0
"2024-09-27",0
"2024-09-28",0
"2024-09-29",0
"2024-09-30",5
"2024-10-01",8
"2024-10-02",0
"2024-10-03",0
"2024-10-04",7
"2024-10-05",0
"2024-10-06",0
"2024-10-07",0
"2024-10-08",1
"2024-10-09",3
"2024-10-10",0
"2024-10-11",8
"2024-10-12",0
"2024-10-13",0
"2024-10-14",3
"2024-10-15",2
"2024-10-16",5
"2024-10-17",2
"2024-10-18",0
"2024-10-19",0
"2024-10-20",0
"2024-10-21",0
"2024-10-22",14
"2024-10-23",7
"2024-10-24",10
"2024-10-25",4
"2024-10-26",0
"2024-10-27",0
"2024-10-28",14
"2024-10-29",10
"2024-10-30",6
"2024-10-31",0
"2024-11-01",0
"2024-11-02",0
"2024-11-03",0
"2024-11-04",0
"2024-11-05",4
"2024-11-06",12
"2024-11-07",19
"2024-11-08",2
"2024-11-09",0
"2024-11-10",0
"2024-11-11",8
"2024-11-12",1
"2024-11-13",1
"2024-11-14",1
"2024-11-15",2
"2024-11-16",0
"2024-11-17",0
"2024-11-18",1
"2024-11-19",3
"2024-11-20",5
"2024-11-21",7
"2024-11-22",12
"2024-11-23",0
"2024-11-24",0
"2024-11-25",9
"2024-11-26",2
"2024-11-27",8
"2024-11-28",0
"2024-11-29",10
"2024-11-30",1
"2024-12-01",0
"2024-12-02",0
"2024-12-03",0
"2024-12-04",1
"2024-12-05",0
"2024-12-06",0
"2024-12-07",0
"2024-12-08",1
"2024-12-09",1
"2024-12-10",6
"2024-12-11",0
"2024-12-12",1
"2024-12-13",0
"2024-12-14",0
"2024-12-15",0
"2024-12-16",0
"2024-12-17",0
"2024-12-18",2
"2024-12-19",0
"2024-12-20",1
"2024-12-21",0
"2024-12-22",0
"2024-12-23",0
"2024-12-24",0
"2024-12-25",0
"2024-12-26",0
"2024-12-27",0
"2024-12-28",0
"2024-12-29",0
"2024-12-30",0
"2024-12-31",0
"2025-01-01",0
